"","loc_batch","uchem_id","substance","smiles","cas","x4lettercode","location","replicate","substance_class","own_istd","log_koc_4","abiotic_transformation","cationic_at_p_h8","bioaccumulation_anna","iontrapping_visualdigi","sorption_visual","sorption_flag","final_excl","background","sorp_control","n_time_points","r2","p","k","kmin","greater_kmax","neg_k","classification","cluster","koriginal","sub_clus","qualityflag","inf_air","inf_alt","inf_bir","inf_ehr","inf_kol","inf_oli","inf_tot_mean","inf_tot_SD","remov_air","remov_alt","remov_bir","remov_ehr","remov_kol","remov_oli","remov_tot_mean","remov_tot_SD","tss_g_l","afdm_g_l","icc_pern_l","icc_perreactor","k_biomass","log_kbiomass","log_k","mean_logk","sd_logk","variance_logk","logk_scalebatch","logk_scalebatch_wocenter"
"1","air_asb_r1",10999,"4-Chloro-N,N-dimethylbenzamide","CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","air","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,0.929560892360822,2.7767934308537e-05,0.0104100380804672,FALSE,FALSE,FALSE,"IN",6,0.0104100380804672,"4-Chloro-N,N-dimethylbenzamide_6",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.00694002538697813,-2.15863894087017,-1.98254768181449,-2.11011721211471,0.229766695995074,0.229766695995074,-0.378232531725449,-1.06506689146492
"2","air_asb_r1",11001,"Abacavir","C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO","136470-78-5","ABAC","air","r1","Pharmaceutical",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0.982614571785979,1.36162672825807e-05,0.0733423211275812,FALSE,FALSE,FALSE,"PH",1,0.0733423211275812,"Abacavir_1",FALSE,NA,0.122986,0.0733573333333333,NA,0.064888,0.2335775,0.123702208333333,0.0776032864721896,NA,68.8204058608567,48.2714627519979,NA,38.0507744899226,91.7831923243958,61.7314588567932,23.7718752679064,1.5,1.35,18956.088,18956088000,0.0488948807517208,-1.31073660872222,-1.13464534966654,-0.780308042143666,0.468359094696816,0.468359094696816,0.842503017861988,-0.60955567756052
"3","air_asb_r1",2756,"Acesulfame","CC1=CC(=O)NS(=O)(=O)O1","33665-90-6","ACES","air","r1","Artificial sweetener",TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9,0.949170739949768,8.79232065788148e-06,0.012390668618225,FALSE,FALSE,FALSE,"AS",19,0.012390668618225,"Acesulfame_19",FALSE,1,1,1,1,1,1,1,NA,34.3004271630386,86.1076568974405,98.153344555362,96.0752500556923,96.4916601772368,40.6314472164578,75.293297677538,29.6737309292738,1.5,1.35,18956.088,18956088000,0.00826044574548332,-2.08299651689504,-1.90690525783936,-0.762297967762788,0.966163005739068,0.966163005739068,-0.269329191679809,-1.02443016827028
"4","air_asb_r1",2986,"Acetamiprid","CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl","160430-64-8","ACET","air","r1","Insecticide",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,0.794415863079383,0.00125177674695066,0.00770123637171379,FALSE,FALSE,FALSE,"PE-I",17,0.00770123637171379,"Acetamiprid_17",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.00513415758114253,-2.28953080579111,-2.11343954673543,-1.86633860465217,0.393438922201611,0.393438922201611,-0.566679180121869,-1.13538479250112
"5","air_asb_r1",274,"Alachlor","CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl","15972-60-8","ALAC","air","r1","Herbicide",TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.985261667395906,1.13764300375053e-07,0.0297188846896639,FALSE,FALSE,FALSE,"PE-H",11,0.0297188846896639,"Alachlor_11",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.0198125897931093,-1.70305875215737,-1.52696749310168,-1.14208759929096,0.300483818278515,0.300483818278515,0.277671940951992,-0.820319499078745
"6","air_asb_r1",2851,"Albuterol","CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O","18559-94-9","ALBU","air","r1","Pharmaceutical",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.975348779221051,6.91152087431649e-07,0.0183459894541385,FALSE,FALSE,FALSE,"PH",3,0.0183459894541385,"Albuterol_3",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.0122306596360923,-1.91255011953039,-1.73645886047471,-1.53537691542648,0.534132360151088,0.534132360151088,-0.0239353902085388,-0.932862728925561
"7","air_asb_r1",2852,"Amisulpride","CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC","71675-85-9","AMIS","air","r1","Pharmaceutical",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.675011823671975,0.0066017732796488,0.00462316787907469,FALSE,FALSE,FALSE,"PH",8,0.00462316787907469,"Amisulpride_8",FALSE,0.0772903333333333,0.458003333333333,0.212527,0.0924176666666667,0.140081333333333,0.325962,0.217713611111111,0.148948518909412,-50,19.2450606028751,-50,-50,6.51618267600516,-50,-29.0397927868533,32.7199498888832,1.5,1.35,18956.088,18956088000,0.00308211191938313,-2.51115159498554,-2.33506033592986,-2.42636026399433,0.181885661452559,0.181885661452559,-0.885749390970244,-1.25444420640399
"8","air_asb_r1",11030,"Apalutamide","CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F","956104-40-8","APAL","air","r1","Pharmaceutical",FALSE,FALSE,FALSE,FALSE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,9,0.68708099483937,0.00574564334326073,0.0084251849531368,FALSE,FALSE,FALSE,"PH",15,0.0084251849531368,"Apalutamide_15",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.00561678996875787,-2.25051181559598,-2.0744205565403,-1.74134499049098,0.268583645238091,0.268583645238091,-0.510503053893351,-1.11442295890871
"9","air_asb_r1",169,"Atenolol","CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O","29122-68-7","ATEN","air","r1","Pharmaceutical",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,0.997958852804632,1.56341992389538e-06,0.187054439222326,FALSE,FALSE,FALSE,"PH",3,0.187054439222326,"Atenolol_3",FALSE,0.104866333333333,0.529031666666667,0.386788666666667,0.811259666666667,0.798076333333333,0.7551925,0.564202527777778,0.281394301080459,80.0727676778794,58.9015499279437,63.1928396313539,83.1144524984822,62.3848099916719,91.874512247565,73.256821995816,13.5337105567623,1.5,1.35,18956.088,18956088000,0.124702959481551,-0.904123239614839,-0.728031980559158,-0.526173319269767,0.213937841077393,0.213937841077393,1.42790935039263,-0.39111430485824
"10","air_asb_r1",288,"Atrazine","CCNC1=NC(=NC(=N1)Cl)NC(C)C","1912-24-9","ATRA","air","r1","Herbicide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9,0.581996244918081,0.0167989723309512,0.00367657606612049,FALSE,FALSE,FALSE,"PE-H",1,0.00367657606612049,"Atrazine_1",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.00245105071074699,-2.61064770336654,-2.43455644431086,-2.67920879243621,0.210967850391917,0.210967850391917,-1.02899517759121,-1.30789563752882
